,car,street,side,entry_pos,entry_time,num_cars_current_street,exit_time,num_cars_next_street,next_road,next_road_light
256,3q2,moi av,left,7,2020-11-22 15:38:52.900210,6,2020-11-22 15:38:54.282533,,,
257,j0n,moi av,left,8,2020-11-22 15:38:53.055028,6,2020-11-22 15:38:54.282533,27.0,ronald,
258,7ux,moi av,left,9,2020-11-22 15:38:53.151024,6,2020-11-22 15:38:54.282533,28.0,ronald,
259,vxm,moi av,left,10,2020-11-22 15:38:53.198025,6,2020-11-22 15:38:54.282533,,,
260,w7z,moi av,left,11,2020-11-22 15:38:53.372074,6,2020-11-22 15:38:54.282533,29.0,ronald,
261,kvw,moi av,left,12,2020-11-22 15:38:53.531011,6,2020-11-22 15:38:54.282533,,,
262,wen,moi av,right,13,2020-11-22 15:38:52.230634,16,2020-11-22 15:38:54.282533,,,
263,8k3,moi av,right,14,2020-11-22 15:38:52.276421,16,2020-11-22 15:38:54.282533,,,
264,aww,moi av,right,15,2020-11-22 15:38:52.526408,16,2020-11-22 15:38:54.282533,,,
265,qs0,moi av,right,16,2020-11-22 15:38:52.699482,16,2020-11-22 15:38:54.282533,,,
266,lyz,moi av,right,17,2020-11-22 15:38:52.746076,16,2020-11-22 15:38:54.282533,8.0,tom mb,
267,y4z,moi av,right,18,2020-11-22 15:38:52.822372,16,2020-11-22 15:38:54.282533,,,
268,u9k,tom mb,right,13,2020-11-22 15:38:53.858517,2,2020-11-22 15:38:54.282533,31.0,uni way,
269,h4g,tom mb,right,14,2020-11-22 15:38:53.858517,2,2020-11-22 15:38:54.282533,,,
270,dy2,tom mb,right,15,2020-11-22 15:38:53.859516,2,2020-11-22 15:38:54.282533,32.0,uni way,
271,tue,tom mb,right,10,2020-11-22 15:38:54.063017,2,2020-11-22 15:38:54.282533,,,
272,cja,tom mb,right,11,2020-11-22 15:38:54.063017,2,2020-11-22 15:38:54.282533,,,
273,77b,tom mb,right,12,2020-11-22 15:38:54.064016,2,2020-11-22 15:38:54.282533,33.0,uni way,
274,m5j,uni way,left,13,2020-11-22 15:38:52.683784,14,2020-11-22 15:38:54.495240,,,
275,l2q,uni way,left,14,2020-11-22 15:38:52.715434,14,2020-11-22 15:38:54.495240,15.0,uni way,
276,t7b,uni way,left,15,2020-11-22 15:38:52.776834,15,2020-11-22 15:38:54.496258,16.0,uni way,
277,bdu,uni way,left,16,2020-11-22 15:38:53.276074,16,2020-11-22 15:38:54.496258,17.0,uni way,
278,esn,uni way,left,17,2020-11-22 15:38:53.308070,17,2020-11-22 15:38:54.496258,,,
279,p44,uni way,left,18,2020-11-22 15:38:53.515387,17,2020-11-22 15:38:54.496258,18.0,uni way,
280,jd0,uni way,right,7,2020-11-22 15:38:51.560520,29,2020-11-22 15:38:54.496258,19.0,moi av,
281,mt5,uni way,right,8,2020-11-22 15:38:51.668559,29,2020-11-22 15:38:54.496258,20.0,moi av,
282,cfq,uni way,right,9,2020-11-22 15:38:51.683907,29,2020-11-22 15:38:54.496258,21.0,moi av,
283,0ps,uni way,right,10,2020-11-22 15:38:52.013619,29,2020-11-22 15:38:54.496258,,,
284,m3n,uni way,right,11,2020-11-22 15:38:52.433318,29,2020-11-22 15:38:54.496258,22.0,moi av,
285,hy5,uni way,right,12,2020-11-22 15:38:52.621630,29,2020-11-22 15:38:54.496258,,,
286,ekx,moi av,left,13,2020-11-22 15:38:53.578443,3,2020-11-22 15:38:54.496258,31.0,ronald,
287,e5b,moi av,left,14,2020-11-22 15:38:53.717771,3,2020-11-22 15:38:54.496258,,,
288,9u2,moi av,left,15,2020-11-22 15:38:53.732735,3,2020-11-22 15:38:54.496258,,,
289,qyl,moi av,left,16,2020-11-22 15:38:53.794800,3,2020-11-22 15:38:54.496258,32.0,ronald,
290,jfb,moi av,left,17,2020-11-22 15:38:53.841537,3,2020-11-22 15:38:54.497257,,,
291,f8p,moi av,left,18,2020-11-22 15:38:54.013782,3,2020-11-22 15:38:54.497257,33.0,ronald,
292,3jl,moi av,right,19,2020-11-22 15:38:52.884792,16,2020-11-22 15:38:54.497421,4.0,tom mb,
293,2gc,moi av,right,20,2020-11-22 15:38:53.008565,16,2020-11-22 15:38:54.497421,5.0,tom mb,
294,3ww,moi av,right,21,2020-11-22 15:38:53.039929,16,2020-11-22 15:38:54.497421,,,
295,wwa,moi av,right,22,2020-11-22 15:38:53.071047,16,2020-11-22 15:38:54.497421,6.0,tom mb,
296,9nx,moi av,right,23,2020-11-22 15:38:53.500130,16,2020-11-22 15:38:54.497421,,,
297,bzg,moi av,right,24,2020-11-22 15:38:53.608997,16,2020-11-22 15:38:54.497421,7.0,tom mb,
298,ql8,tom mb,right,7,2020-11-22 15:38:54.199774,1,2020-11-22 15:38:54.497933,30.0,uni way,
299,lyz,tom mb,right,8,2020-11-22 15:38:54.282533,1,2020-11-22 15:38:54.497933,,,
300,kl5,tom mb,right,3,2020-11-22 15:38:54.416579,1,2020-11-22 15:38:54.497933,,,
301,3jl,tom mb,right,4,2020-11-22 15:38:54.497421,1,2020-11-22 15:38:54.497933,,,
302,2gc,tom mb,right,5,2020-11-22 15:38:54.497421,1,2020-11-22 15:38:54.497933,,,
303,wwa,tom mb,right,6,2020-11-22 15:38:54.497421,1,2020-11-22 15:38:54.497933,31.0,uni way,
304,al5,ronald,left,1,2020-11-22 15:38:51.871265,27,2020-11-22 15:38:54.497933,,,
305,pac,ronald,left,2,2020-11-22 15:38:51.903032,27,2020-11-22 15:38:54.497933,19.0,uni way,
306,ttk,ronald,left,3,2020-11-22 15:38:51.997598,27,2020-11-22 15:38:54.497933,,,
307,5gh,ronald,left,4,2020-11-22 15:38:52.076043,27,2020-11-22 15:38:54.497933,,,
308,pxt,ronald,left,5,2020-11-22 15:38:52.106974,27,2020-11-22 15:38:54.497933,20.0,uni way,
309,aeg,ronald,left,6,2020-11-22 15:38:52.122682,27,2020-11-22 15:38:54.497933,21.0,uni way,
310,ag2,uni way,left,19,2020-11-22 15:38:53.639538,19,2020-11-22 15:38:54.712410,,,
311,u7p,uni way,left,20,2020-11-22 15:38:53.655607,19,2020-11-22 15:38:54.712410,,,
312,s27,uni way,left,21,2020-11-22 15:38:53.872780,19,2020-11-22 15:38:54.712410,,,
313,zs3,uni way,left,16,2020-11-22 15:38:54.063017,19,2020-11-22 15:38:54.712410,,,
314,fwh,uni way,left,17,2020-11-22 15:38:54.063017,19,2020-11-22 15:38:54.712410,,,
315,lhs,uni way,left,18,2020-11-22 15:38:54.063017,19,2020-11-22 15:38:54.712410,20.0,uni way,
316,eav,uni way,right,13,2020-11-22 15:38:52.637508,25,2020-11-22 15:38:54.712410,,,
317,j4h,uni way,right,14,2020-11-22 15:38:52.761898,25,2020-11-22 15:38:54.712410,,,
318,pl2,uni way,right,15,2020-11-22 15:38:52.838081,25,2020-11-22 15:38:54.712410,18.0,moi av,
319,gj3,uni way,right,16,2020-11-22 15:38:52.853506,25,2020-11-22 15:38:54.712410,19.0,moi av,
320,h40,uni way,right,17,2020-11-22 15:38:53.135024,25,2020-11-22 15:38:54.712410,20.0,moi av,
321,s40,uni way,right,18,2020-11-22 15:38:53.182958,25,2020-11-22 15:38:54.712410,,,
322,8lz,moi av,left,7,2020-11-22 15:38:54.292729,0,2020-11-22 15:38:54.712410,31.0,ronald,
323,z92,moi av,left,8,2020-11-22 15:38:54.432148,0,2020-11-22 15:38:54.712410,32.0,ronald,
324,83l,moi av,left,9,2020-11-22 15:38:54.479574,0,2020-11-22 15:38:54.712410,,,
325,v7r,moi av,left,4,2020-11-22 15:38:54.618239,0,2020-11-22 15:38:54.712410,33.0,ronald,
326,f9u,moi av,right,25,2020-11-22 15:38:53.686286,14,2020-11-22 15:38:54.712410,4.0,tom mb,
327,89u,moi av,right,26,2020-11-22 15:38:53.701827,14,2020-11-22 15:38:54.712410,,,
328,9jk,moi av,right,27,2020-11-22 15:38:53.779446,14,2020-11-22 15:38:54.712410,,,
329,fjh,moi av,right,28,2020-11-22 15:38:53.857519,14,2020-11-22 15:38:54.712410,5.0,tom mb,
330,2xn,moi av,right,17,2020-11-22 15:38:54.092577,14,2020-11-22 15:38:54.712410,,,
331,cba,moi av,right,18,2020-11-22 15:38:54.139108,14,2020-11-22 15:38:54.712410,6.0,tom mb,
332,jvk,tom mb,left,1,2020-11-22 15:38:51.808429,21,2020-11-22 15:38:54.712410,,,
333,5fp,tom mb,left,2,2020-11-22 15:38:51.949617,21,2020-11-22 15:38:54.713411,22.0,tom mb,
334,h2v,tom mb,left,3,2020-11-22 15:38:52.045387,22,2020-11-22 15:38:54.713411,,,
335,rur,tom mb,left,4,2020-11-22 15:38:52.061148,22,2020-11-22 15:38:54.713411,,,
336,xx2,tom mb,left,5,2020-11-22 15:38:52.339226,22,2020-11-22 15:38:54.713411,,,
337,qxs,tom mb,left,6,2020-11-22 15:38:52.448516,22,2020-11-22 15:38:54.713411,23.0,tom mb,
338,bzg,tom mb,right,7,2020-11-22 15:38:54.497421,0,2020-11-22 15:38:54.713411,,,
339,hdh,tom mb,right,2,2020-11-22 15:38:54.556483,0,2020-11-22 15:38:54.713411,,,
340,49z,tom mb,right,3,2020-11-22 15:38:54.664937,0,2020-11-22 15:38:54.713411,26.0,uni way,
341,f9u,tom mb,right,4,2020-11-22 15:38:54.712410,0,2020-11-22 15:38:54.713411,,,
342,fjh,tom mb,right,5,2020-11-22 15:38:54.712410,0,2020-11-22 15:38:54.713411,27.0,uni way,
343,cba,tom mb,right,6,2020-11-22 15:38:54.712410,0,2020-11-22 15:38:54.713411,28.0,uni way,
344,b5n,ronald,left,7,2020-11-22 15:38:52.137742,27,2020-11-22 15:38:54.713411,21.0,uni way,
345,rt4,ronald,left,8,2020-11-22 15:38:52.153208,27,2020-11-22 15:38:54.713411,,,
346,vc3,ronald,left,9,2020-11-22 15:38:52.199646,27,2020-11-22 15:38:54.713411,,,
347,v8h,ronald,left,10,2020-11-22 15:38:52.261688,27,2020-11-22 15:38:54.713411,,,
348,nhh,ronald,left,11,2020-11-22 15:38:52.418082,27,2020-11-22 15:38:54.713411,22.0,uni way,
349,0ce,ronald,left,12,2020-11-22 15:38:52.573505,27,2020-11-22 15:38:54.713411,,,
350,w78,ronald,right,7,2020-11-22 15:38:51.544514,20,2020-11-22 15:38:54.713411,,,
351,rrk,ronald,right,2,2020-11-22 15:38:51.591076,20,2020-11-22 15:38:54.713411,15.0,moi av,
352,7js,ronald,right,3,2020-11-22 15:38:51.793157,20,2020-11-22 15:38:54.713411,16.0,moi av,
353,rt4,ronald,right,4,2020-11-22 15:38:52.091179,20,2020-11-22 15:38:54.713411,17.0,moi av,
354,q5p,ronald,right,5,2020-11-22 15:38:52.168422,20,2020-11-22 15:38:54.713411,18.0,moi av,
355,bb9,ronald,right,6,2020-11-22 15:38:52.370881,20,2020-11-22 15:38:54.714440,19.0,moi av,
356,4c2,uni way,left,19,2020-11-22 15:38:54.153775,18,2020-11-22 15:38:54.929479,19.0,uni way,
357,4b3,uni way,left,20,2020-11-22 15:38:54.184190,19,2020-11-22 15:38:54.929479,,,
358,hrt,uni way,left,15,2020-11-22 15:38:54.281546,19,2020-11-22 15:38:54.929479,,,
359,kjs,uni way,left,16,2020-11-22 15:38:54.281546,19,2020-11-22 15:38:54.929479,20.0,uni way,
360,47c,uni way,left,17,2020-11-22 15:38:54.281546,20,2020-11-22 15:38:54.929479,21.0,uni way,
361,d85,uni way,left,18,2020-11-22 15:38:54.338948,21,2020-11-22 15:38:54.930497,22.0,uni way,
362,gw4,uni way,right,19,2020-11-22 15:38:53.213026,22,2020-11-22 15:38:54.930497,23.0,moi av,
363,kaf,uni way,right,20,2020-11-22 15:38:53.356135,22,2020-11-22 15:38:54.930497,,,
364,3jf,uni way,right,21,2020-11-22 15:38:53.641556,22,2020-11-22 15:38:54.930497,24.0,moi av,
365,jqw,uni way,right,22,2020-11-22 15:38:53.641556,22,2020-11-22 15:38:54.930497,,,
366,r5e,uni way,right,23,2020-11-22 15:38:53.642555,22,2020-11-22 15:38:54.930497,,,
367,73e,uni way,right,24,2020-11-22 15:38:53.642555,22,2020-11-22 15:38:54.930497,25.0,moi av,
368,4ub,moi av,left,1,2020-11-22 15:38:54.774136,0,2020-11-22 15:38:54.930497,28.0,ronald,
369,mre,moi av,right,19,2020-11-22 15:38:54.168986,19,2020-11-22 15:38:54.930497,3.0,tom mb,
370,j3t,moi av,right,20,2020-11-22 15:38:54.215613,19,2020-11-22 15:38:54.930497,,,
371,vfl,moi av,right,21,2020-11-22 15:38:54.261758,19,2020-11-22 15:38:54.930497,,,
372,q7t,moi av,right,22,2020-11-22 15:38:54.281546,19,2020-11-22 15:38:54.930497,,,
373,agp,moi av,right,17,2020-11-22 15:38:54.401359,19,2020-11-22 15:38:54.930497,4.0,tom mb,
374,fdy,moi av,right,18,2020-11-22 15:38:54.495240,19,2020-11-22 15:38:54.930497,5.0,tom mb,
375,v3s,tom mb,left,7,2020-11-22 15:38:52.542022,22,2020-11-22 15:38:54.930497,,,
376,scb,tom mb,left,8,2020-11-22 15:38:52.558060,22,2020-11-22 15:38:54.930497,23.0,tom mb,
377,ttp,tom mb,left,9,2020-11-22 15:38:52.977247,23,2020-11-22 15:38:54.931501,24.0,tom mb,
378,na4,tom mb,left,10,2020-11-22 15:38:53.118958,24,2020-11-22 15:38:54.931501,,,
379,vn7,tom mb,left,11,2020-11-22 15:38:53.324071,24,2020-11-22 15:38:54.931501,,,
380,agm,tom mb,left,12,2020-11-22 15:38:53.341083,24,2020-11-22 15:38:54.931501,25.0,tom mb,
381,db9,ronald,left,13,2020-11-22 15:38:52.589562,22,2020-11-22 15:38:54.931501,23.0,uni way,
382,jva,ronald,left,14,2020-11-22 15:38:52.668570,22,2020-11-22 15:38:54.931501,,,
383,vmz,ronald,left,15,2020-11-22 15:38:52.946230,22,2020-11-22 15:38:54.931501,,,
384,wwt,ronald,left,16,2020-11-22 15:38:53.024242,22,2020-11-22 15:38:54.931501,24.0,uni way,
385,eyg,ronald,left,17,2020-11-22 15:38:53.292078,22,2020-11-22 15:38:54.931501,,,
386,4wx,ronald,left,18,2020-11-22 15:38:53.452075,22,2020-11-22 15:38:54.931501,,,
387,385,ronald,right,7,2020-11-22 15:38:52.386451,15,2020-11-22 15:38:54.931501,,,
388,9te,ronald,right,8,2020-11-22 15:38:52.402563,15,2020-11-22 15:38:54.931501,20.0,moi av,
389,pr2,ronald,right,9,2020-11-22 15:38:52.494613,15,2020-11-22 15:38:54.931501,,,
390,rl5,ronald,right,10,2020-11-22 15:38:52.605564,15,2020-11-22 15:38:54.931501,21.0,moi av,
391,emn,ronald,right,11,2020-11-22 15:38:52.652511,15,2020-11-22 15:38:54.931501,22.0,moi av,
392,yrw,ronald,right,12,2020-11-22 15:38:52.730020,15,2020-11-22 15:38:54.931501,23.0,moi av,
393,s4u,uni way,left,19,2020-11-22 15:38:54.385636,20,2020-11-22 15:38:55.135095,21.0,uni way,
394,93w,uni way,left,20,2020-11-22 15:38:54.463487,21,2020-11-22 15:38:55.135095,,,
395,l2q,uni way,left,15,2020-11-22 15:38:54.496258,21,2020-11-22 15:38:55.135095,,,
396,t7b,uni way,left,16,2020-11-22 15:38:54.496258,21,2020-11-22 15:38:55.135095,22.0,uni way,
397,bdu,uni way,left,17,2020-11-22 15:38:54.496258,22,2020-11-22 15:38:55.135095,23.0,uni way,
398,p44,uni way,left,18,2020-11-22 15:38:54.496258,23,2020-11-22 15:38:55.135095,24.0,uni way,
399,4hj,uni way,right,25,2020-11-22 15:38:53.859516,18,2020-11-22 15:38:55.135095,,,
400,7uf,uni way,right,26,2020-11-22 15:38:53.859516,18,2020-11-22 15:38:55.135095,,,
401,rwl,uni way,right,27,2020-11-22 15:38:53.859516,18,2020-11-22 15:38:55.135095,25.0,moi av,
402,hqx,uni way,right,28,2020-11-22 15:38:53.859516,18,2020-11-22 15:38:55.135095,26.0,moi av,
403,l30,uni way,right,29,2020-11-22 15:38:53.936218,18,2020-11-22 15:38:55.135095,,,
404,r0q,uni way,right,30,2020-11-22 15:38:53.951489,18,2020-11-22 15:38:55.135095,27.0,moi av,
405,yu8,moi av,left,1,2020-11-22 15:38:55.007729,0,2020-11-22 15:38:55.135095,23.0,ronald,
406,ltz,moi av,left,2,2020-11-22 15:38:55.103097,0,2020-11-22 15:38:55.135095,24.0,ronald,
407,mqk,tom mb,left,13,2020-11-22 15:38:53.404074,21,2020-11-22 15:38:55.135095,,,
408,cy2,tom mb,left,14,2020-11-22 15:38:53.436148,21,2020-11-22 15:38:55.135095,22.0,tom mb,
409,vb9,tom mb,left,15,2020-11-22 15:38:53.484130,22,2020-11-22 15:38:55.135095,23.0,tom mb,
410,hek,tom mb,left,16,2020-11-22 15:38:53.546580,23,2020-11-22 15:38:55.136096,24.0,tom mb,
411,0dg,tom mb,left,17,2020-11-22 15:38:53.562340,24,2020-11-22 15:38:55.136096,25.0,tom mb,
412,vur,tom mb,left,18,2020-11-22 15:38:53.593658,25,2020-11-22 15:38:55.136096,26.0,tom mb,
413,q58,ronald,left,19,2020-11-22 15:38:53.810599,18,2020-11-22 15:38:55.136096,25.0,uni way,
414,p2j,ronald,left,20,2020-11-22 15:38:53.888632,18,2020-11-22 15:38:55.136096,,,
415,324,ronald,left,21,2020-11-22 15:38:53.966828,18,2020-11-22 15:38:55.136096,,,
416,w3q,ronald,left,22,2020-11-22 15:38:54.063017,18,2020-11-22 15:38:55.136096,26.0,uni way,
417,20t,ronald,left,23,2020-11-22 15:38:54.063017,18,2020-11-22 15:38:55.136096,27.0,uni way,
418,sa5,ronald,left,24,2020-11-22 15:38:54.063017,18,2020-11-22 15:38:55.136096,28.0,uni way,
419,8s8,ronald,right,13,2020-11-22 15:38:52.806709,11,2020-11-22 15:38:55.136096,28.0,moi av,
420,uj3,ronald,right,14,2020-11-22 15:38:52.868855,11,2020-11-22 15:38:55.136096,29.0,moi av,
421,d9e,ronald,right,15,2020-11-22 15:38:53.086959,11,2020-11-22 15:38:55.136096,30.0,moi av,
422,5pu,ronald,right,16,2020-11-22 15:38:53.102959,11,2020-11-22 15:38:55.136096,31.0,moi av,
423,w3d,ronald,right,17,2020-11-22 15:38:53.166958,11,2020-11-22 15:38:55.136096,,,
424,nmz,ronald,right,18,2020-11-22 15:38:53.244582,11,2020-11-22 15:38:55.136096,,,
425,pac,uni way,left,19,2020-11-22 15:38:54.497933,25,2020-11-22 15:38:55.340954,26.0,uni way,
426,pxt,uni way,left,20,2020-11-22 15:38:54.497933,26,2020-11-22 15:38:55.340954,27.0,uni way,
427,aeg,uni way,left,21,2020-11-22 15:38:54.497933,27,2020-11-22 15:38:55.340954,28.0,uni way,
428,5f5,uni way,left,22,2020-11-22 15:38:54.510297,28,2020-11-22 15:38:55.340954,29.0,uni way,
429,3sw,uni way,left,23,2020-11-22 15:38:54.602558,29,2020-11-22 15:38:55.340954,30.0,uni way,
430,9gr,uni way,left,24,2020-11-22 15:38:54.633492,30,2020-11-22 15:38:55.340954,31.0,uni way,
431,fah,uni way,right,31,2020-11-22 15:38:53.983255,14,2020-11-22 15:38:55.340954,35.0,moi av,
432,lwt,uni way,right,32,2020-11-22 15:38:54.029917,14,2020-11-22 15:38:55.341968,36.0,moi av,
433,qft,uni way,right,33,2020-11-22 15:38:54.045000,14,2020-11-22 15:38:55.341968,37.0,moi av,
434,8gv,uni way,right,34,2020-11-22 15:38:54.064016,14,2020-11-22 15:38:55.341968,38.0,moi av,
435,ww2,uni way,right,35,2020-11-22 15:38:54.108021,14,2020-11-22 15:38:55.341968,39.0,moi av,
436,04c,uni way,right,36,2020-11-22 15:38:54.279562,14,2020-11-22 15:38:55.341968,40.0,moi av,
437,pca,moi av,left,1,2020-11-22 15:38:55.151095,0,2020-11-22 15:38:55.341968,,,
438,8jv,moi av,left,2,2020-11-22 15:38:55.277946,0,2020-11-22 15:38:55.341968,20.0,ronald,
439,bgz,tom mb,left,19,2020-11-22 15:38:53.624320,21,2020-11-22 15:38:55.341968,,,
440,2t5,tom mb,left,20,2020-11-22 15:38:53.671672,21,2020-11-22 15:38:55.341968,,,
441,be5,tom mb,left,21,2020-11-22 15:38:53.764022,21,2020-11-22 15:38:55.341968,22.0,tom mb,
442,kzv,tom mb,left,22,2020-11-22 15:38:53.825567,22,2020-11-22 15:38:55.341968,23.0,tom mb,
443,ldj,tom mb,left,23,2020-11-22 15:38:53.904700,23,2020-11-22 15:38:55.341968,,,
444,rzp,tom mb,left,24,2020-11-22 15:38:54.230383,23,2020-11-22 15:38:55.341968,,,
445,flc,ronald,left,25,2020-11-22 15:38:54.076603,14,2020-11-22 15:38:55.341968,32.0,uni way,
446,gcv,ronald,left,26,2020-11-22 15:38:54.124396,14,2020-11-22 15:38:55.341968,33.0,uni way,
447,j0n,ronald,left,27,2020-11-22 15:38:54.282533,14,2020-11-22 15:38:55.341968,34.0,uni way,
448,7ux,ronald,left,28,2020-11-22 15:38:54.282533,14,2020-11-22 15:38:55.341968,,,
449,w7z,ronald,left,29,2020-11-22 15:38:54.282533,14,2020-11-22 15:38:55.341968,,,
450,zsp,ronald,left,30,2020-11-22 15:38:54.323414,14,2020-11-22 15:38:55.341968,35.0,uni way,
451,wak,ronald,right,19,2020-11-22 15:38:53.388152,6,2020-11-22 15:38:55.341968,41.0,moi av,
452,5ln,ronald,right,20,2020-11-22 15:38:53.420147,6,2020-11-22 15:38:55.341968,,,
453,5ez,ronald,right,21,2020-11-22 15:38:53.920629,6,2020-11-22 15:38:55.341968,42.0,moi av,
454,5xc,ronald,right,22,2020-11-22 15:38:53.997527,6,2020-11-22 15:38:55.341968,43.0,moi av,
455,akr,ronald,right,23,2020-11-22 15:38:54.062015,6,2020-11-22 15:38:55.341968,,,
456,t0b,ronald,right,24,2020-11-22 15:38:54.245797,6,2020-11-22 15:38:55.341968,44.0,moi av,
457,75l,uni way,left,25,2020-11-22 15:38:54.680944,29,2020-11-22 15:38:55.549088,30.0,uni way,
458,lhs,uni way,left,20,2020-11-22 15:38:54.712410,30,2020-11-22 15:38:55.549088,31.0,uni way,
459,b5n,uni way,left,21,2020-11-22 15:38:54.713411,31,2020-11-22 15:38:55.549088,32.0,uni way,
460,nhh,uni way,left,22,2020-11-22 15:38:54.713411,32,2020-11-22 15:38:55.549088,,,
461,bmh,uni way,left,23,2020-11-22 15:38:54.806022,32,2020-11-22 15:38:55.549088,33.0,uni way,
462,7zc,uni way,left,24,2020-11-22 15:38:54.898833,33,2020-11-22 15:38:55.549088,34.0,uni way,
463,u9k,uni way,right,31,2020-11-22 15:38:54.282533,9,2020-11-22 15:38:55.549088,,,
464,dy2,uni way,right,32,2020-11-22 15:38:54.282533,9,2020-11-22 15:38:55.549088,,,
465,77b,uni way,right,33,2020-11-22 15:38:54.282533,9,2020-11-22 15:38:55.549088,48.0,moi av,
466,kbs,uni way,right,34,2020-11-22 15:38:54.354320,9,2020-11-22 15:38:55.549088,49.0,moi av,
467,e07,uni way,right,35,2020-11-22 15:38:54.447578,9,2020-11-22 15:38:55.550090,,,
468,ql8,uni way,right,30,2020-11-22 15:38:54.497933,9,2020-11-22 15:38:55.550090,,,
469,rfn,tom mb,left,25,2020-11-22 15:38:54.309238,21,2020-11-22 15:38:55.550230,,,
470,enw,tom mb,left,26,2020-11-22 15:38:54.540930,21,2020-11-22 15:38:55.550230,22.0,tom mb,
471,xel,tom mb,left,27,2020-11-22 15:38:54.572280,22,2020-11-22 15:38:55.550230,,,
472,5fp,tom mb,left,22,2020-11-22 15:38:54.713411,22,2020-11-22 15:38:55.550230,,,
473,qxs,tom mb,left,23,2020-11-22 15:38:54.713411,22,2020-11-22 15:38:55.550230,,,
474,09j,tom mb,left,24,2020-11-22 15:38:54.759429,22,2020-11-22 15:38:55.550230,23.0,tom mb,
475,ekx,ronald,left,31,2020-11-22 15:38:54.496258,12,2020-11-22 15:38:55.550230,,,
476,qyl,ronald,left,32,2020-11-22 15:38:54.496258,12,2020-11-22 15:38:55.550230,35.0,uni way,
477,f8p,ronald,left,33,2020-11-22 15:38:54.497257,12,2020-11-22 15:38:55.550230,,,
478,w0u,ronald,left,28,2020-11-22 15:38:54.587052,12,2020-11-22 15:38:55.550230,,,
479,lzq,ronald,left,29,2020-11-22 15:38:54.649495,12,2020-11-22 15:38:55.550230,36.0,uni way,
480,p9g,ronald,left,30,2020-11-22 15:38:54.696413,12,2020-11-22 15:38:55.550230,37.0,uni way,
481,zep,ronald,right,25,2020-11-22 15:38:54.370840,0,2020-11-22 15:38:55.551249,,,
482,rvh,ronald,right,26,2020-11-22 15:38:54.711418,0,2020-11-22 15:38:55.551249,50.0,moi av,
483,mzl,ronald,right,21,2020-11-22 15:38:54.727462,0,2020-11-22 15:38:55.551249,,,
484,9xe,ronald,right,16,2020-11-22 15:38:54.945445,0,2020-11-22 15:38:55.551249,51.0,moi av,
485,49m,ronald,right,17,2020-11-22 15:38:55.071749,0,2020-11-22 15:38:55.551249,,,
486,vfd,ronald,right,12,2020-11-22 15:38:55.230101,0,2020-11-22 15:38:55.551249,,,
487,4c2,uni way,left,19,2020-11-22 15:38:54.929479,34,2020-11-22 15:38:55.759509,35.0,uni way,
488,kjs,uni way,left,20,2020-11-22 15:38:54.929479,35,2020-11-22 15:38:55.759509,36.0,uni way,
489,47c,uni way,left,21,2020-11-22 15:38:54.930497,36,2020-11-22 15:38:55.759509,37.0,uni way,
490,d85,uni way,left,22,2020-11-22 15:38:54.930497,37,2020-11-22 15:38:55.759509,38.0,uni way,
491,db9,uni way,left,23,2020-11-22 15:38:54.931501,38,2020-11-22 15:38:55.759509,39.0,uni way,
492,wwt,uni way,left,24,2020-11-22 15:38:54.931501,39,2020-11-22 15:38:55.760510,40.0,uni way,
493,wwa,uni way,right,31,2020-11-22 15:38:54.497933,5,2020-11-22 15:38:55.760510,,,
494,49z,uni way,right,26,2020-11-22 15:38:54.713411,5,2020-11-22 15:38:55.760510,54.0,moi av,
495,fjh,uni way,right,27,2020-11-22 15:38:54.713411,5,2020-11-22 15:38:55.760510,55.0,moi av,
496,cba,uni way,right,28,2020-11-22 15:38:54.713411,5,2020-11-22 15:38:55.760510,56.0,moi av,
497,drg,uni way,right,23,2020-11-22 15:38:54.960929,5,2020-11-22 15:38:55.760510,57.0,moi av,
498,jxr,uni way,right,24,2020-11-22 15:38:55.087231,5,2020-11-22 15:38:55.760510,58.0,moi av,
499,d2u,tom mb,left,25,2020-11-22 15:38:54.790037,20,2020-11-22 15:38:55.760510,,,
500,tye,tom mb,left,26,2020-11-22 15:38:54.852057,20,2020-11-22 15:38:55.760510,21.0,tom mb,
501,ezr,tom mb,left,27,2020-11-22 15:38:54.914522,21,2020-11-22 15:38:55.760510,,,
502,wvt,tom mb,left,28,2020-11-22 15:38:54.929479,21,2020-11-22 15:38:55.760510,22.0,tom mb,
503,scb,tom mb,left,23,2020-11-22 15:38:54.930497,22,2020-11-22 15:38:55.760510,23.0,tom mb,
504,ttp,tom mb,left,24,2020-11-22 15:38:54.931501,23,2020-11-22 15:38:55.760510,24.0,tom mb,
505,8lz,ronald,left,31,2020-11-22 15:38:54.712410,6,2020-11-22 15:38:55.760510,41.0,uni way,
506,z92,ronald,left,32,2020-11-22 15:38:54.712410,6,2020-11-22 15:38:55.760510,42.0,uni way,
507,v7r,ronald,left,33,2020-11-22 15:38:54.712410,6,2020-11-22 15:38:55.760510,,,
508,4ub,ronald,left,28,2020-11-22 15:38:54.930497,6,2020-11-22 15:38:55.760510,,,
509,yu8,ronald,left,23,2020-11-22 15:38:55.135095,6,2020-11-22 15:38:55.760510,,,
510,ltz,ronald,left,24,2020-11-22 15:38:55.135095,6,2020-11-22 15:38:55.760510,43.0,uni way,
511,95x,ronald,right,1,2020-11-22 15:38:55.674505,0,2020-11-22 15:38:55.760510,59.0,moi av,
